,회사명,시기,지원분야,대학,계열,전공,학점,토익,토익스피킹,오픽,외국어,자격증,해외경험,인턴,수상내역,봉사
3519,(주)삼동,2009년,해외영업,지방4년제,상경계열,경영,3.32,700점,-,-,1개,-,2회,-,-,-
3520,한국제지(주),2016년,재무담당자,서울4년제,상경계열,경영,3.5,-,-,-,-,-,-,-,-,-
3521,한국제지(주),2014년,생산직종사자,초대졸,공학계열,정밀화학,3.78,-,-,-,-,4개,-,-,-,-
3522,한국제지(주),2014년,생산직종사자,초대졸,자연과학계열,정밀화학공학,3.78,-,-,-,-,4개,-,-,-,-
3523,한국제지(주),2014년,,서울4년제,경제,,-,830점,-,-,-,4개,-,-,-,-
3524,한국제지(주),2013년,생산직종사자,초대졸,공학계열,전기과,3.25,-,-,-,-,2개,-,-,-,-
3525,한국제지(주),2013년,재무담당자,서울4년제,상경계열,경제,3.65,810점,-,-,-,-,1회,-,-,-
3526,한국제지(주),2012년,현장관리자,지방4년제,공학계열,전기전자정보통신학부,3.56,770점,Lv5,-,-,2개,-,-,-,-
3527,한국제지(주),2011년,영업지원,서울4년제,어문학계열,인도어,3.67,-,Lv6,-,-,1개,1회,-,-,-
3528,한국제지(주),2011년,영업지원,지방4년제,예/체능학계열,시각디자인,3.94,-,-,-,-,-,2회,-,1회,2회
3529,한국제지(주),2011년,영업지원,서울4년제,인문과학계열,사학과,3.57,-,-,IH,-,1개,1회,-,-,-
3530,한미약품(주),2023년,홍보,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
3531,한미약품(주),2023년,경영·비즈니스기획,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
3532,한미약품(주),2023년,제품영업,서울4년제,공학계열,의과학과,4.07,960점,-,IH,-,-,-,1회,-,-
3533,한미약품(주),2023년,백엔드개발자,지방4년제,공학계열,컴퓨터소프트웨어공학과,4.12,-,-,-,-,2개,-,-,1회,-
3534,한미약품(주),2022년,경영·비즈니스기획,서울4년제,자연과학계열,보건환경융합과학부,3.8,-,AL,-,-,-,-,1회,-,3회
3535,한미약품(주),2022년,제품영업,서울4년제,어문학계열,국어국문학과,3.2,-,-,-,-,-,-,-,-,-
3536,한미약품(주),2022년,제품영업,서울4년제,인문과학계열,철학과,3.2,880점,-,-,-,-,-,-,-,-
3537,한미약품(주),2022년,홍보,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
3538,한미약품(주),2022년,바이오·제약연구원,서울4년제,공학계열,융합생명공학과,3.66,775점,-,IH,-,1개,-,-,-,1회
3539,한미약품(주),2021년,바이오·제약연구원,대학원,상경계열,국제의료경영학과,2.71,715점,-,IM2,-,2개,1회,3회,2회,16회
3540,진흥기업(주),2015년,건축기사,서울4년제,공학계열,토목환경공학(전공심화과정),4.1,-,-,-,-,1개,-,-,-,-
3541,진흥기업(주),2011년,인바운드상담원,고졸,-,,-,-,-,-,-,-,-,-,-,-
3542,진흥기업(주),2011년,건축기사,지방4년제,공학계열,건축공학,3.4,-,-,-,-,-,-,-,-,-
3543,진흥기업(주),2010년,현장관리자,초대졸,공학계열,건축,3.3,-,-,-,-,4개,-,-,-,-
3544,진흥기업(주),2009년,현장관리자,초대졸,공학계열,건축,3.8,-,-,-,-,2개,-,-,-,-
3545,진흥기업(주),2009년,회계담당자,고졸,-,,-,-,-,-,-,-,-,-,-,-
3546,진흥기업(주),2009년,현장관리자,지방4년제,공학계열,건축공,3.02,915점,-,-,-,1개,1회,-,-,-
3547,진흥기업(주),2008년,,서울4년제,기계공학,,3.93,900점,-,-,-,-,-,-,-,-
3548,진흥기업(주),2008년,경영·비즈니스기획,지방4년제,상경계열,경영학과,3.5,-,-,-,-,-,-,-,-,-
3549,진흥기업(주),2008년,현장관리자,수도권4년제,공학계열,건축공,3.36,-,-,-,-,5개,-,-,-,-
3550,㈜포스코엔지니어링,2015년,현장관리자,지방4년제,공학계열,건축,3.04,-,-,-,-,1개,-,-,-,-
3551,㈜포스코엔지니어링,2015년,,서울4년제,경영학과,,3.6,888점,-,-,-,-,2회,-,1회,-
3552,㈜포스코엔지니어링,2015년,회계담당자,지방4년제,공학계열,멀티미디어공학과(컴퓨터),4.2,-,-,-,-,4개,-,-,-,-
3553,㈜포스코엔지니어링,2015년,비서,지방4년제,상경계열,관광경영,4.08,-,-,-,-,3개,1회,-,-,-
3554,㈜포스코엔지니어링,2014년,설문·리서치,대학원,기록관리학과,,-,-,-,-,-,1개,-,-,-,-
3555,㈜포스코엔지니어링,2014년,,서울4년제,건설환경공학과,,4,885점,-,-,-,-,-,-,-,-
3556,㈜포스코엔지니어링,2014년,,지방4년제,-,,-,800점,-,-,-,3개,-,2회,1회,-
3557,㈜포스코엔지니어링,2014년,사무보조,초대졸,어문학계열,관광중국어,4.08,-,-,-,1개,3개,1회,-,-,-
3558,㈜포스코엔지니어링,2014년,사무담당자,초대졸,상경계열,국제경영,3.51,600점,-,-,-,4개,-,-,-,1회
3559,㈜포스코엔지니어링,2014년,시설관리자,초대졸,기타계열,행정.복지학부(행정학),3.94,-,-,-,-,-,-,-,-,-
3560,하이호금속(주),2017년,회계담당자,대졸4년제,사회과학계열,경영학부,4.27,865점,-,IH,-,5개,-,3회,-,3회
3561,하이호금속(주),2015년,해외영업,서울4년제,사회과학계열,북한,3.28,860점,-,IM3,-,5개,1회,-,-,1회
3562,하이호금속(주),2015년,해외영업,서울4년제,상경계열,글로벌,3.59,905점,-,IH,-,1개,1회,-,1회,3회
3563,하이호금속(주),2011년,영업지원,초대졸,인문과학계열,비서행정,4.1,-,-,-,-,5개,-,-,-,-
3564,하이호금속(주),2011년,품질관리자,초대졸,사회체육지도자,,-,-,-,-,-,1개,-,-,-,-
3565,하이호금속(주),2011년,현장관리자,서울4년제,인문과학계열,교육학과,3.38,-,-,-,-,2개,-,-,-,-
3566,하이호금속(주),2010년,영업지원,초대졸,상경계열,무역과,4.37,760점,Lv6,-,-,1개,-,-,-,-
3567,하이호금속(주),2010년,품질관리자,지방4년제,공학계열,신소재공,3.17,-,-,-,-,5개,-,-,-,-
3568,하이호금속(주),2010년,,서울4년제,-,,3.99,955점,-,-,-,-,-,-,-,-
3569,하이호금속(주),2008년,생산직종사자,초대졸,호텔조리,,-,-,-,-,1개,1개,1회,-,-,-
3570,해태제과식품(주),2022년,영업지원,서울4년제,상경계열,경영학과,3.9,890점,-,-,-,2개,1회,-,-,1회
3571,해태제과식품(주),2021년,바이오·제약연구원,수도권4년제,자연과학계열,식품생명공학과,3.51,870점,-,-,-,1개,-,-,2회,1회
3572,해태제과식품(주),2018년,경영·비즈니스기획,대졸4년제,상경계열,경영학과,4,955점,-,-,1개,-,1회,-,-,-
3573,해태제과식품(주),2018년,제품영업,수도권4년제,상경계열,경영,3.37,800점,Lv5,-,-,-,-,-,-,-
3574,해태제과식품(주),2018년,품질관리자,서울4년제,자연과학계열,식품공학과,3.78,-,-,IM2,-,3개,-,-,1회,3회
3575,해태제과식품(주),2018년,품질관리자,수도권4년제,자연과학계열,식품영양학과,3.18,785점,-,-,-,3개,-,-,-,3회
3576,해태제과식품(주),2018년,품질관리자,수도권4년제,자연과학계열,식품영양학과,3.18,785점,-,-,-,3개,-,-,-,3회
3577,해태제과식품(주),2017년,사무담당자,수도권4년제,법학계열,법학과,3.84,770점,-,-,-,3개,-,1회,-,4회
3578,해태제과식품(주),2016년,,지방4년제,-,,3.96,765점,-,-,-,3개,-,-,-,1회
3579,해태제과식품(주),2016년,제품영업,지방4년제,공학계열,산업경영공학,2.7,-,-,-,-,2개,-,-,-,-
3580,㈜신도리코,2021년,IT·기술영업,서울4년제,농/수산/해양학계열,임산생명공학과,3.1,-,Lv5,-,1개,-,-,-,1회,3회
3581,㈜신도리코,2018년,영업지원,수도권4년제,공학계열,컴퓨터공학과,3.67,700점,Lv6,-,-,1개,-,-,-,3회
3582,㈜신도리코,2016년,,서울4년제,전자공학과,,3.2,710점,-,-,-,-,-,-,-,-
3583,㈜신도리코,2016년,전기·전자엔지니어,서울4년제,공학계열,전자공학과,3.2,710점,Lv5,-,-,-,-,-,-,-
3584,㈜신도리코,2015년,인바운드상담원,고졸,-,,-,-,-,-,-,-,-,-,-,-
3585,㈜신도리코,2015년,,서울4년제,전자공학과,,4,840점,-,-,-,-,-,-,1회,-
3586,㈜신도리코,2015년,회계담당자,초대졸,자연과학계열,애완동물과,4.09,-,-,-,-,-,-,-,-,-
3587,㈜신도리코,2015년,자재관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
3588,㈜신도리코,2015년,IT·기술영업,고졸,-,,-,-,-,-,-,1개,-,-,1회,1회
3589,㈜신도리코,2015년,설치·수리기사,고졸,-,,-,-,-,-,-,-,-,-,-,-
3590,DB금융투자(주),2022년,금융영업,서울4년제,상경계열,글로벌금융전공,3.47,895점,-,-,-,3개,1회,-,1회,1회
3591,DB금융투자(주),2017년,법인영업,서울4년제,자연과학계열,수학,3.5,955점,Lv7,IH,-,-,-,-,3회,-
3592,DB금융투자(주),2015년,사무담당자,초대졸,의/약학계열,보건행정,3.6,-,-,-,-,4개,-,-,-,-
3593,DB금융투자(주),2015년,,서울4년제,컴퓨터,,3.4,845점,-,-,-,-,-,-,-,-
3594,DB금융투자(주),2015년,,서울4년제,경제금융학과,,3.7,940점,-,-,-,1개,2회,-,3회,2회
3595,DB금융투자(주),2015년,경영·비즈니스기획,서울4년제,경제금융학과,,3.7,940점,-,AL,-,1개,2회,-,3회,2회
3596,DB금융투자(주),2015년,,지방4년제,경영학과,,3.73,870점,-,-,-,4개,-,-,-,-
3597,DB금융투자(주),2015년,홍보,서울4년제,예/체능학계열,산업디자인,3.6,-,Lv6,-,-,-,-,-,1회,3회
3598,DB금융투자(주),2015년,웹개발자,서울4년제,컴퓨터,,3.4,845점,-,-,-,-,-,-,-,-
3599,DB금융투자(주),2014년,금융영업,서울4년제,경영학부,,-,-,-,-,1개,3개,-,-,-,1회
3600,㈜SYS리테일,2020년,제품영업,지방4년제,사회과학계열,행정계열,3.59,-,-,-,-,-,-,-,-,-
3601,㈜SYS리테일,2014년,IT·기술영업,대학원,인문과학계열,국제통상,3.6,-,-,-,-,-,-,-,-,3회
3602,㈜SYS리테일,2014년,설치·수리기사,고졸,-,,-,-,-,-,-,-,-,-,-,-
3603,㈜SYS리테일,2014년,요리사,서울4년제,연극영화과,,-,-,-,-,-,1개,-,-,-,-
3604,㈜SYS리테일,2014년,제품영업,초대졸,인문과학계열,관광경영학과,2.85,-,-,-,-,4개,-,-,-,-
3605,㈜SYS리테일,2014년,제품영업,초대졸,공학계열,화학(취업계),2.85,-,-,-,-,4개,-,-,-,-
3606,㈜SYS리테일,2014년,인바운드상담원,고졸,-,,-,-,-,-,-,2개,-,-,-,-
3607,㈜SYS리테일,2014년,제품영업,고졸,-,,-,-,-,-,-,-,-,-,-,-
3608,㈜SYS리테일,2013년,매장관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
3609,㈜SYS리테일,2013년,매장관리자,지방4년제,예/체능학계열,검도,4.3,-,-,-,-,-,-,-,-,-
3610,고려개발(주),2018년,경영·비즈니스기획,수도권4년제,상경계열,경영대학,3.67,775점,-,-,-,3개,3회,1회,1회,2회
3611,고려개발(주),2017년,건축기사,지방4년제,공학계열,건축공학과,3.92,810점,-,-,-,2개,-,-,-,-
3612,고려개발(주),2017년,인사담당자,서울4년제,상경계열,경영학,3.89,755점,-,-,-,3개,-,-,-,-
3613,고려개발(주),2015년,건축기사,지방4년제,공학계열,건설시스템공학,3.97,-,-,-,-,-,-,-,-,-
3614,고려개발(주),2013년,비서,초대졸,인문과학계열,비서행정,3.17,-,-,-,-,-,-,-,-,-
3615,고려개발(주),2013년,비서,초대졸,기타계열,비서행정,3.2,-,-,-,-,-,-,-,-,-
3616,고려개발(주),2012년,경영·비즈니스기획,대학원,법학계열,법학과,4.28,-,-,-,-,-,-,-,-,2회
3617,고려개발(주),2012년,사무보조,초대졸,임베디드소프트웨어,,-,-,-,-,-,1개,-,-,-,-
3618,고려개발(주),2012년,시설관리자,지방4년제,공학계열,건축공학과,4.15,-,-,-,-,4개,-,1회,-,3회
3619,고려개발(주),2012년,현장관리자,서울4년제,자연과학계열,원예,3.96,-,-,-,-,3개,-,-,-,-
3620,애경케미칼㈜,2021년,경영·비즈니스기획,서울4년제,어문학계열,영어영문학과,3.8,-,-,AL,-,-,-,-,-,-
3621,애경케미칼㈜,2021년,품질관리자,서울4년제,공학계열,화학공학부,3.87,860점,-,IH,-,2개,-,2회,-,2회
3622,애경케미칼㈜,2021년,품질관리자,서울4년제,공학계열,화학공학부,3.87,860점,-,IH,-,2개,-,2회,-,2회
3623,애경케미칼㈜,2015년,,서울4년제,디자인,,-,935점,-,-,2개,1개,-,-,-,-
3624,애경케미칼㈜,2013년,,서울4년제,경영,,-,775점,-,-,1개,-,-,-,-,-
3625,애경케미칼㈜,2013년,납품·배송기사,초대졸,어문학계열,관광통역,3,-,-,-,-,-,-,-,-,-
3626,애경케미칼㈜,2013년,법인영업,서울4년제,상경계열,경영,3.43,-,-,-,1개,-,-,-,-,-
3627,애경케미칼㈜,2012년,,서울4년제,화학과,,-,720점,-,-,-,3개,-,-,1회,1회
3628,애경케미칼㈜,2012년,,서울4년제,사회과학계열,,-,850점,-,-,-,-,-,-,-,-
3629,애경케미칼㈜,2012년,,서울4년제,교육학,,-,940점,-,-,-,-,-,-,1회,-
3630,코카콜라음료(주),2016년,자재관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
3631,코카콜라음료(주),2016년,회계담당자,지방4년제,예/체능학계열,성악ㆍ뮤지컬학부,3.4,-,-,-,-,-,-,-,-,-
3632,코카콜라음료(주),2015년,납품·배송기사,초대졸,법학계열,경찰행정학과,3.6,-,-,-,-,-,-,-,-,-
3633,코카콜라음료(주),2014년,납품·배송기사,고졸,-,,-,-,-,-,-,-,-,-,-,-
3634,코카콜라음료(주),2014년,품질관리자,초대졸,공학계열,컴퓨터제어과,3.14,-,-,-,-,1개,-,-,-,-
3635,코카콜라음료(주),2014년,생산직종사자,초대졸,예/체능학계열,사회체육,3,-,-,-,-,2개,-,-,-,-
3636,코카콜라음료(주),2014년,회계담당자,초대졸,기타계열,항공서비스,3.49,-,-,-,-,2개,1회,-,-,-
3637,코카콜라음료(주),2014년,회계담당자,초대졸,인문과학계열,유아교육과,3.4,-,-,-,-,1개,-,-,-,-
3638,코카콜라음료(주),2014년,납품·배송기사,고졸,-,,-,-,-,-,-,-,-,-,-,-
3639,코카콜라음료(주),2014년,자재관리자,지방4년제,법학과,,-,-,-,-,-,2개,-,-,-,-
3640,브리티쉬아메리칸토바코코리아,2020년,온라인마케터,서울4년제,어문학계열,영어영문학과,3.8,-,-,AL,-,-,-,-,-,-
3641,브리티쉬아메리칸토바코코리아,2017년,온라인마케터,대졸4년제,상경계열,HRD학과,4.2,-,-,-,-,-,1회,-,-,-
3642,브리티쉬아메리칸토바코코리아,2016년,시스템엔지니어,대학원,상경계열,IT,4.04,840점,-,-,-,5개,1회,-,-,-
3643,브리티쉬아메리칸토바코코리아,2015년,,해외대학,BSc,Architectural,3.7,905점,-,-,-,-,1회,-,1회,-
3644,브리티쉬아메리칸토바코코리아,2015년,제품영업,고졸,-,,-,-,-,-,-,2개,-,-,-,-
3645,브리티쉬아메리칸토바코코리아,2015년,제품영업,고졸,-,,-,-,-,-,-,-,-,-,-,-
3646,브리티쉬아메리칸토바코코리아,2015년,제품영업,고졸,-,,-,-,-,-,-,3개,-,-,-,-
3647,브리티쉬아메리칸토바코코리아,2015년,제품영업,대졸4년제,어문학계열,일본어,3.22,-,-,-,-,-,-,-,-,-
3648,브리티쉬아메리칸토바코코리아,2015년,온라인마케터,해외대학,BSc,Architectural,3.7,905점,Lv8,AL,-,-,1회,-,1회,-
3649,브리티쉬아메리칸토바코코리아,2014년,경영·비즈니스기획,해외대학,상경계열,경영,4.39,-,-,-,-,-,1회,-,-,-
3650,농심그룹 메가마트,2023년,마케팅기획,대학원,인문과학계열,국제관광학과,3.73,-,IM3,-,-,3개,-,3회,-,15회
3651,농심그룹 메가마트,2020년,MD,수도권4년제,어문학계열,중어중문학과,4.26,845점,-,-,1개,4개,-,-,-,-
3652,농심그룹 메가마트,2019년,매장관리자,수도권4년제,사회과학계열,행정학과,3.45,795점,-,-,-,-,-,-,-,-
3653,농심그룹 메가마트,2016년,,해외대학,경영학과,,3.5,-,Lv7,-,-,-,-,-,-,-
3654,농심그룹 메가마트,2015년,영업지원,수도권4년제,경제학부,,3.7,870점,-,IH,-,2개,1회,1회,2회,1회
3655,농심그룹 메가마트,2015년,,지방4년제,일어일문학과,,-,-,-,-,-,1개,1회,-,-,-
3656,농심그룹 메가마트,2015년,MD,초대졸,인문과학계열,경영,3.95,-,-,-,-,1개,-,-,-,2회
3657,농심그룹 메가마트,2014년,,수도권4년제,경제학부,,3.7,870점,-,-,-,3개,1회,1회,2회,1회
3658,농심그룹 메가마트,2014년,,수도권4년제,디지털문화콘텐츠,,3.6,-,-,-,-,-,-,-,1회,-
3659,농심그룹 메가마트,2013년,MD,지방4년제,상경계열,경영,3.75,-,-,-,-,1개,-,-,1회,-
3660,㈜오리온,2021년,해외영업,대학원,어문학계열,중국어교육전공,4.16,940점,-,AL,2개,-,4회,-,-,-
3661,㈜오리온,2021년,재무담당자,서울4년제,상경계열,경영학과,4.15,965점,-,IH,1개,-,2회,3회,1회,1회
3662,㈜오리온,2021년,해외영업,대학원,어문학계열,중국어교육전공,4.16,940점,-,AL,2개,-,4회,-,-,-
3663,㈜오리온,2018년,품질관리자,수도권4년제,자연과학계열,식품영양학과,3.18,785점,-,IL,-,3개,-,-,-,3회
3664,㈜오리온,2016년,품질관리자,수도권4년제,공학계열,산업경영공학과,3.77,-,-,IM2,-,-,-,-,-,-
3665,㈜오리온,2016년,품질관리자,수도권4년제,공학계열,산업경영공학과,3.77,-,-,IM2,-,-,-,-,-,-
3666,㈜오리온,2016년,품질관리자,수도권4년제,공학계열,산업경영공학,3.6,830점,Lv6,-,-,-,-,-,-,-
3667,㈜오리온,2016년,,지방4년제,경영학부,,3.9,845점,-,-,-,4개,-,2회,1회,1회
3668,㈜오리온,2016년,,서울4년제,식품생명공학과,,4.5,880점,-,-,-,4개,1회,1회,-,1회
3669,㈜오리온,2016년,,서울4년제,"무역학과,경영학과(복수전공)",,4.1,900점,-,-,-,3개,-,-,2회,4회
3670,대한상선(주),2013년,인사담당자,초대졸,공학계열,디지털정보통신,3.21,-,-,-,-,5개,-,1회,1회,3회
3671,대한상선(주),2013년,해외영업,초대졸,어문학계열,일본어,4.12,-,-,-,1개,-,-,-,-,-
3672,대한상선(주),2013년,인사담당자,해외대학,상경계열,Business,3.14,-,-,-,-,-,1회,-,-,2회
3673,대한상선(주),2013년,해외영업,지방4년제,공학계열,항해,3.35,895점,-,-,-,-,-,-,-,-
3674,대한상선(주),2013년,해외영업,지방4년제,농/수산/해양학계열,해상운송시스템학부,3.5,-,-,-,-,5개,-,-,-,-
3675,대한상선(주),2012년,인사담당자,지방4년제,상경계열,국제통상,3.62,-,-,IM1,-,1개,-,-,-,-
3676,대한상선(주),2012년,회계담당자,서울4년제,상경계열,경제금융,3.25,-,-,-,-,-,-,-,-,-
3677,대한상선(주),2011년,해외영업,대학원,공학계열,정보산업공,4.08,880점,-,IH,-,-,2회,1회,-,2회
3678,대한상선(주),2011년,해외영업,서울4년제,상경계열,국제무역,3.77,950점,-,IH,-,2개,1회,-,-,1회
3679,대한상선(주),2011년,해외영업,서울4년제,상경계열,국제통상,2.5,-,-,-,-,1개,1회,-,-,-
3680,동원산업,2016년,,지방4년제,경상,,3.5,700점,Lv6,-,-,-,-,-,1회,-
3681,동원산업,2016년,,서울4년제,영어,,4.13,920점,Lv7,-,-,3개,2회,-,2회,-
3682,동원산업,2016년,,서울4년제,경영,,3.8,910점,-,-,-,2개,1회,-,-,1회
3683,동원산업,2016년,자재관리자,대졸4년제,공학계열,산업경영공학과,3.41,735점,Lv5,-,-,2개,-,-,1회,-
3684,동원산업,2014년,제품영업,지방4년제,자연과학계열,해양바이오신소재학과,3.95,-,-,-,-,-,-,-,-,1회
3685,동원산업,2014년,경영·비즈니스기획,지방4년제,인문과학계열,유럽,4.27,935점,-,AL,1개,1개,2회,2회,2회,1회
3686,동원산업,2014년,자재관리자,해외대학,사회과학계열,Geography,3.47,-,Lv7,-,-,-,-,-,-,-
3687,동원산업,2014년,,지방4년제,물류시스템공학,,3.96,825점,-,-,-,2개,-,-,-,-
3688,동원산업,2012년,경영·비즈니스기획,수도권4년제,상경계열,경영,3.63,-,Lv6,-,-,1개,-,-,-,-
3689,동원산업,2012년,자재관리자,지방4년제,상경계열,세무경영,3.49,-,-,-,-,3개,-,-,-,-
3690,성신양회(주),2019년,비서,서울4년제,어문학계열,중국어과,3.56,990점,Lv8,-,-,-,-,-,-,-
3691,성신양회(주),2019년,비서,서울4년제,어문학계열,중국어과,3.56,990점,Lv8,-,-,-,-,-,-,-
3692,성신양회(주),2014년,납품·배송기사,지방4년제,농/수산/해양학계열,동물자원과,2.65,-,-,-,-,-,-,-,-,-
3693,성신양회(주),2013년,품질관리자,지방4년제,공학계열,전기공학과,4.07,-,-,-,-,2개,-,-,-,-
3694,성신양회(주),2012년,사무보조,초대졸,어문학계열,일어통번역학과,3.4,-,-,-,-,-,-,-,-,-
3695,성신양회(주),2011년,비서,서울4년제,상경계열,경영학과,3.08,905점,-,-,-,-,-,-,-,-
3696,성신양회(주),2010년,,서울4년제,아랍어,,3.91,940점,-,-,-,2개,-,-,-,-
3697,성신양회(주),2010년,영업지원,초대졸,공학계열,전자계산,3.25,-,-,-,-,1개,-,-,-,-
3698,성신양회(주),2010년,사무담당자,초대졸,상경계열,경영,3.79,-,-,-,-,3개,-,-,-,-
3699,성신양회(주),2009년,회계담당자,초대졸,인문과학계열,세무회계,3.3,-,-,-,-,5개,-,-,-,-
3700,덕양산업(주),2022년,기계엔지니어,서울4년제,공학계열,기계공학과,3.86,-,-,IH,-,1개,-,-,-,-
3701,덕양산업(주),2020년,경영·비즈니스기획,지방4년제,상경계열,경영학과,3.7,825점,-,-,-,1개,-,-,-,-
3702,덕양산업(주),2015년,기계엔지니어,초대졸,기타계열,정보통신시스템,3.66,-,-,-,-,2개,-,-,-,1회
3703,덕양산업(주),2015년,품질관리자,서울4년제,공학계열,전기공학,3,-,-,-,-,4개,1회,3회,-,5회
3704,덕양산업(주),2015년,사무담당자,지방4년제,자연과학계열,행정,3.56,-,-,-,-,3개,-,-,-,-
3705,덕양산업(주),2015년,,지방4년제,미얀마어과,,-,900점,-,-,-,2개,2회,-,-,1회
3706,덕양산업(주),2014년,,지방4년제,관광중국어과,,-,-,-,-,-,2개,-,-,1회,1회
3707,덕양산업(주),2014년,,지방4년제,관광중국어학과,,4.5,-,-,-,1개,1개,1회,-,1회,1회
3708,덕양산업(주),2013년,시설관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
3709,덕양산업(주),2013년,,서울4년제,상경계열,,-,900점,-,-,-,4개,-,1회,1회,1회
3710,한화투자증권(주),2022년,금융영업,서울4년제,상경계열,글로벌금융전공,3.47,895점,-,-,-,3개,1회,-,1회,1회
3711,한화투자증권(주),2016년,법인영업,고졸,-,,-,-,-,-,-,-,-,-,-,-
3712,한화투자증권(주),2016년,경영·비즈니스기획,서울4년제,어문학계열,영어영문,1.69,445점,-,-,-,4개,1회,-,-,-
3713,한화투자증권(주),2016년,인사담당자,서울4년제,공학계열,전기전자공학부,3.08,-,-,-,-,-,-,-,-,-
3714,한화투자증권(주),2016년,,서울4년제,상경,,3.75,-,-,-,-,1개,-,-,1회,-
3715,한화투자증권(주),2016년,,서울4년제,컴퓨터학부,,3.7,850점,-,-,-,1개,-,-,1회,-
3716,한화투자증권(주),2016년,금융영업,대졸4년제,비공개,,-,-,-,-,-,-,-,-,1회,-
3717,한화투자증권(주),2016년,앱개발자,서울4년제,컴퓨터학부,,3.7,850점,Lv6,-,-,1개,-,-,1회,-
3718,한화투자증권(주),2015년,비서,초대졸,비서인재과,,-,-,-,-,-,1개,-,-,-,-
3719,한화투자증권(주),2015년,인바운드상담원,고졸,-,,-,-,-,-,-,2개,-,-,-,-
3720,백제약품(주),2016년,자재관리자,초대졸,공학계열,소방환경방재과,3.38,-,-,-,-,1개,-,-,-,-
3721,백제약품(주),2016년,구매관리자,초대졸,기타계열,물리치료,3.58,-,-,-,-,5개,-,-,-,-
3722,백제약품(주),2016년,자재관리자,지방4년제,사회과학계열,사회복지,3.66,-,-,-,-,2개,-,1회,-,-
3723,백제약품(주),2015년,자재관리자,초대졸,사회복지,,-,-,-,-,1개,1개,1회,-,-,1회
3724,백제약품(주),2015년,시설관리자,고졸,-,,-,485점,-,-,-,4개,-,-,-,-
3725,백제약품(주),2015년,자재관리자,수도권4년제,자연과학계열,물리,3.14,-,-,-,-,1개,-,-,-,-
3726,백제약품(주),2015년,자재관리자,지방4년제,컴퓨터공,,-,-,-,-,-,4개,-,-,1회,-
3727,백제약품(주),2014년,영업지원,고졸,-,,-,-,-,-,-,5개,-,-,-,-
3728,백제약품(주),2014년,사무보조,고졸,-,,-,-,-,-,-,2개,-,-,-,-
3729,백제약품(주),2014년,자재관리자,지방4년제,상경계열,경영,3.9,-,-,-,-,2개,-,-,-,-
3730,(주)유라코퍼레이션,2023년,설계엔지니어,대학원,공학계열,자동차공학과,3.95,-,IM3,-,-,1개,-,-,-,2회
3731,(주)유라코퍼레이션,2022년,회계담당자,수도권4년제,상경계열,경제학과,4.13,455점,-,-,-,4개,-,-,-,3회
3732,(주)유라코퍼레이션,2022년,재무담당자,수도권4년제,상경계열,세무학과,4,895점,-,-,-,3개,-,-,-,-
3733,(주)유라코퍼레이션,2022년,구매관리자,서울4년제,공학계열,전자전기공학부,3.07,870점,-,IH,-,3개,1회,-,1회,1회
3734,(주)유라코퍼레이션,2021년,전기·전자엔지니어,서울4년제,공학계열,자동차IT융합학과,3.69,860점,Lv6,-,-,-,-,2회,1회,-
3735,(주)유라코퍼레이션,2016년,설치·수리기사,고졸,-,,-,-,-,-,-,2개,-,-,-,-
3736,(주)유라코퍼레이션,2016년,사무보조,수도권4년제,어문학계열,불어불문,3.87,960점,-,-,1개,-,-,-,-,-
3737,(주)유라코퍼레이션,2016년,기계엔지니어,서울4년제,공학계열,전자전기공학,3.3,830점,Lv5,-,-,3개,-,-,1회,1회
3738,(주)유라코퍼레이션,2015년,,서울4년제,"행정학과,",경제학과,3.4,895점,-,-,-,3개,-,2회,1회,-
3739,(주)유라코퍼레이션,2015년,,서울4년제,전자전기공학,,3.3,830점,-,-,-,3개,-,-,1회,1회
3740,SGC이테크건설㈜,2018년,전기기사,수도권4년제,법학계열,법/안전공학,3.59,-,-,IM1,-,3개,-,-,-,-
3741,SGC이테크건설㈜,2016년,인사담당자,서울4년제,상경계열,경영학과,3.54,910점,Lv6,-,-,-,-,-,-,-
3742,SGC이테크건설㈜,2015년,사무담당자,초대졸,실용음악,,-,-,-,-,-,-,2회,-,-,-
3743,SGC이테크건설㈜,2015년,현장관리자,수도권4년제,공학계열,화학공학과,2.3,-,-,-,-,1개,-,-,-,-
3744,SGC이테크건설㈜,2015년,현장관리자,수도권4년제,공학계열,건축공학과,3.8,-,-,-,-,1개,-,-,-,-
3745,SGC이테크건설㈜,2015년,건축기사,서울4년제,공학계열,전기전자전파공학부,3.02,800점,-,-,-,-,-,-,-,-
3746,SGC이테크건설㈜,2014년,,수도권4년제,생명화학공학부,,-,835점,-,-,-,3개,-,-,1회,-
3747,SGC이테크건설㈜,2014년,,수도권4년제,건축공학부,,-,820점,-,-,-,5개,-,-,-,1회
